FIPS,POP_ESTIMATE_2018,R_NET_MIG_2018
27015,25111,-1.9
27017,35837,8.5
27019,103551,7.4
27021,29519,6.2
27023,11924,-3.2
27025,55922,9.3
27027,63955,-2.5
27029,8810,-5.6
27031,5393,1.5
27033,11277,1
27035,64889,9
27037,425423,2.5
27039,20822,-0.2
27041,37964,10.7
27043,13758,0.6
27045,21058,1.6
27047,30444,-1.7
27049,46403,0.6
27051,6021,11.5
27053,1259428,2.9
27055,18578,-5.9
27057,21332,15
27059,39966,6.6
27061,45108,-0.5
27063,9911,-8.8
27065,16207,8.4
27067,42855,-2.2
27069,4248,1.9
27071,12440,-4.2
27073,6658,-1.2
27075,10658,15.9
27077,3758,6.4
27079,28494,8
27081,5673,-1.6
27083,25629,-17.9
27085,35873,-2
27087,5519,-17.5
27089,9390,-0.6
27091,19785,-3.5
27093,23141,2.5
27095,26139,7.3
27097,33169,0.9
27099,40011,5.1
27101,8276,-8.7
27103,34220,1.6
27105,21924,-3.8
27107,6475,-13.8
27109,156277,4.4
27111,58812,9.3
27113,14178,-3
27115,29483,10.5
27117,9047,-6.8
27119,31529,-8.9
27121,11097,8.4
27123,550210,2.4
27125,3999,-8.7
27127,15249,-0.3
27129,14612,-5.3
27131,66523,1.4
27133,9414,-5.3
27135,15150,-13.2
27137,199754,0.3
27139,147381,4.1
27141,96036,8.7
27143,15028,5.9
27145,159256,1.6
27147,36803,-3.2
27149,9753,4.4
27151,9345,-5.9
27153,24582,-3.5
27155,3308,0
27157,21645,0
27159,13773,8.2
27161,18691,-4.5
27163,259201,9.4
27165,10980,1.6
27167,6254,-10.7
27169,50825,2.3
27171,136349,8.9
27173,9795,-5.6
28000,2986530,-2.7
28001,31192,-2.8
28003,36925,-6.2
28005,12326,-7.4
28007,18365,-6.5
28009,8271,-2.4
28011,31333,-18.3
28013,14436,-4.9
28015,9911,-18.7
28017,17171,-2.3
28019,8278,3.6
28021,9002,-7.1
28023,15604,-13.6
28025,19386,-12.3
28027,22628,-27.1
28029,28543,-0.2
28031,18853,-11
28033,182001,12.9
28035,75036,-5.7
28037,7788,0
28039,24250,7.6
28041,13586,4
28043,21055,0.5
28045,47334,7.4
28047,206650,4.9
28049,237085,-15.9
28051,17622,-12.7
28053,8257,-9.3
28055,1308,-28.7
28057,23517,0.2
28059,143277,4.8
28061,16428,-8.1
28063,7106,-18.6
28065,11234,-4
28067,68461,1.2
28069,10027,-7.2
28071,54793,7.9
28073,62447,10.9
28075,75317,-14.6
28077,12455,-14.6
28079,22763,-3.5
28081,85202,0.1
28083,28919,-17.1
28085,34205,-3.2
28087,58930,-6.7
28089,105630,7.9
28091,24715,-13.6
28093,35451,-3.5
28095,35564,-7.4
28097,10023,-15.5
28099,29125,-10.4
28101,21443,0.6
28103,10535,-21.5
28105,49599,-6
28107,34178,-0.6
28109,55387,3.6
28111,11931,-9.3
28113,39563,-1.1
28115,31833,1.1
28117,25315,2
28119,7051,-23.5
28121,153902,3.2
28123,28287,-9.5
28125,4377,-10.2
28127,26758,-5.7
28129,16002,-5.6
28131,18717,3.5
28133,25735,-15
28135,13987,-10.5
28137,28759,2.1
28139,21995,2.1
28141,19454,-2
28143,9944,-13
28145,28606,1.1
28147,14465,-3.7
28149,46176,-13.7
28151,45063,-25
28153,20298,-8.4
28155,9788,5.4
28157,8792,-3.6
28159,18165,-1.4
28161,12392,-4.7
28163,28248,-8.8
29000,6126452,0.9
29001,25339,-1.8
29003,17607,9.1
29005,5171,-9.6
29007,25473,-7.6
29009,35886,4.6
29011,11798,-0.8
29013,16320,1.7
29015,19278,18.7
29017,12169,-6.3
29019,180005,3.1
29021,88571,-6.1
29023,42639,1.1
29025,9108,3.2
29027,44889,-1.9
29029,45815,12
29031,78753,4
29033,8743,-4.2
29035,6054,-15.7
29037,104954,11
29039,14165,6.3
29041,7451,0.4
29043,86983,15.1
29045,6842,16.1
29047,246365,10.6
29049,20470,-4.9
29051,76796,-1
29053,17603,-2.2
29055,23957,-3.6
29057,7569,0.3
29059,16762,3.9
29061,8313,-8.5
29063,12630,1
29065,15441,3.2
29067,13373,8.6
29069,29423,-20.3
29071,103670,2.1
29073,14705,2.4
29075,6628,-3.6
29077,291923,4.5
29079,9914,-6.2
29081,8414,-11.5
29083,21792,6.5
29085,9509,13.5
29087,4404,3.2
29089,10137,-2.7
29091,40076,0.9
29093,10177,4
29095,700307,0.1
29097,120636,1
29099,224347,1.2
29101,53652,-7.7
29103,3947,-7.3
29105,35713,3.5
29107,32598,-0.2
29109,38359,-0.1
29111,9855,-11.3
29113,57686,22.2
29115,12037,-8.6
29117,15146,0.9
29119,23078,7.2
29121,15153,-5
29123,12188,-0.7
29125,8769,-2.3
29127,28592,-2.3
29129,3641,-14.8
29131,25336,3.6
29133,13336,-14
29135,16121,4.4
29137,8664,5.3
29139,11534,11.9
29141,20358,13.8
29143,17296,-14.6
29145,58266,-1.1
29147,22304,-7.7
29149,10541,2.8
29151,13714,-0.6
29153,9017,-13.8
29155,16272,-33.8
29157,19150,-1.4
29159,42542,-1.9
29161,44732,0
29163,18504,-3.5
29165,102985,11.5
29167,32201,14.7
29169,52014,-5.6
29171,4757,-8.4
29173,10212,-2.3
29175,24763,-8.9
29177,22883,3.5
29179,6254,4.6
29181,13401,-7.8
29183,399182,6.1
29185,9395,5
29186,17888,4.9
29187,66692,2.2
29189,996945,-1
29195,22895,-0.4
29197,4599,11.6
29199,4966,-9.7
29201,38458,-2.7
29203,8189,-6.1
29205,6050,1.8
29207,29206,-1.7
29209,31749,7.7
29211,6221,1.3
29213,55852,11
29215,25571,-4.8
29217,20528,-0.6
29219,34711,7
29221,24943,-2.6
29223,13122,-8.8
29225,39109,5.9
29227,2040,-4.9
29229,18378,0.1
29510,302838,-19.2
30000,1062305,6.5
30001,9404,-4
30003,13338,-14.3
30005,6807,4
30007,6085,24.8
30009,10714,3.1
30011,1238,9.8
30013,81643,-2.2
30015,5745,0.2
30017,11586,-11.7
30019,1747,5.2
30021,8680,-30.3
30023,9131,8.3
30025,2920,-34.4
30027,11113,-13.4
30029,102106,17.3
30031,111876,22.6
30033,1268,-20.3
30035,13747,1.7
30037,826,-3.6
30039,3378,9.5
30041,16347,-16.2
30043,12097,15.5
30045,1952,0.5
30047,30250,-0.6
30049,68700,10.2
30051,2430,3.3
30053,19794,18.8
30055,1675,-20.1
30057,8768,45.5
30059,1866,8.6
30061,4316,17.1
30063,118791,5.3
30065,4651,6.9
30067,16736,18.3
30069,513,2
30071,4074,-14.2
30073,5972,-5.4
30075,1716,-18.5
30077,6968,25.6
30079,1087,-20.9
30081,43172,16.6
30083,10913,-16.7
30085,11059,-15.1
30087,9063,-26.7
30089,11844,15.5
30091,3424,-21.1
30093,34993,2.9
30095,9534,9.2
30097,3710,6.2
30099,6162,3.7
30101,4853,-9.9
30103,679,-3
30105,7437,-2.7
30107,2236,23.5
30109,1034,16.6
30111,160137,3.1
31000,1929268,0.7
31001,31511,-11.5
31003,6336,-6
31005,465,15.2
31007,730,-10.9
31009,476,-10.5
31011,5239,-16.1
31013,10772,-10.2
31015,1955,-1.5
31017,2973,-11
31019,49615,-4.2
31021,6488,-4
31023,8058,2.4
31025,26159,8.4
31027,8446,-8.6
31029,3977,6.6
31031,5761,-8.6
31033,9310,-40.1
31035,6214,-0.8
31037,10881,-3
31039,8940,-4.4
31041,10840,-3.8
31043,20083,-9.7
31045,8716,-20.5
31047,23709,-5.6
31049,1825,-20
31051,5709,-12.6
31053,36791,-2.1
31055,566880,3.2
31057,1770,-6.7
31059,5527,-3.2
31061,3023,11.6
31063,2608,-9.9
31065,4715,-10.8
31067,21493,-5.2
31069,1897,-2.6
31071,1987,-2
31073,1996,-16.4
31075,660,10.7
31077,2356,-5.5
31079,61607,-2.7
31081,9280,3.1
31083,3401,-10.3
31085,916,8.8
31087,2806,1.4
31089,10178,-2.7
31091,682,23.7
31093,6468,7.1
31095,7097,-8.3
31097,5134,-5.2
31099,6544,3.4
31101,8021,-8.6
31103,810,15
31105,3618,7.2
31107,8419,-5
31109,317272,4.6
31111,35185,-5.9
31113,749,-21.2
31115,618,24.5
31117,492,-2
31119,35392,0
31121,7733,-16.3
31123,4686,-25.3
31125,3532,-12.1
31127,6958,-3
31129,4195,-10.4
31131,15985,1.3
31133,2632,-1.1
31135,2929,6.5
31137,8996,-5.4
31139,7142,3.2
31141,33363,-3.4
31143,5278,-13.2
31145,10726,-3.6
31147,7937,-2.1
31149,1360,-47.4
31151,14350,-4.4
31153,184459,7
31155,21303,10.8
31157,35989,-7.9
31159,17318,5.1
31161,5190,-14.5
31163,3038,-16
31165,1187,-19.3
31167,5970,-6.7
31169,5039,6.4
31171,720,-15.2
31173,7303,-1.1
31175,4190,-8.1
31177,20667,14.3
31179,9403,10
31181,3533,10.2
31183,805,-21
31185,13772,-2.4
32000,3034392,16.9
32001,24440,17.1
32003,2231647,17.4
32005,48467,15.2
32007,52460,-5
32009,826,-22.8
32011,2003,22.8
32013,16786,-1.9
32015,5575,-13.1
32017,5201,8.5
32019,55808,34.9
32021,4514,24.5
32023,45346,36.8
32027,6666,30
32029,4029,6.2
32031,465735,15
32033,9475,-13.8
32510,55414,14.5
33000,1356458,4.8
33001,61022,7.3
33003,48779,18.5
33005,76493,5
33007,31589,6.2
33009,89786,-0.4
33011,415247,3.2
33013,151132,6.7
33015,309176,5.4
33017,130090,4.2
33019,43144,3
34000,8908520,-0.4
34001,265429,-3.1
34003,936692,1.2
34005,445384,0
34007,507078,-1
34009,92560,-1.3
34011,150972,-7.4
34013,799767,0.2
34015,291408,1.7
34017,676061,-3.9
34019,124714,1.3
34021,369811,0
34023,829685,-0.9
34025,621354,-1.5
34027,494228,-1.4
34029,601651,8.2
34031,503310,-6.3
34033,62607,-1.8
34035,331164,-0.3
34037,140799,-2.1
34039,558067,0.8
34041,105779,-0.5
35000,2095428,-1.7
35001,678701,-2
35003,3578,6.4
35005,64689,-10.2
35006,26746,-6.7
35007,12110,-6.2
35009,49437,-17
35011,1781,-10.6
35013,217522,0.9
35015,57900,7.5
35017,27346,-10.8
35019,4341,-14.9
35021,655,-46.2
35023,4240,-15.9
35025,69611,0.6
35027,19556,5.6
35028,19101,11.4
35029,23963,-11.6
35031,72290,-7.5
35033,4506,-9.1
35035,66781,3.3
35037,8253,-4.2
35039,39006,-4.7
35041,18743,-13.9
35043,145179,15.5
35045,125043,-18.5
35047,27591,-5.7
35049,150056,2.4
35051,10968,1.1
35053,16735,-10.9
35055,32835,0.4
35057,15591,-1
35059,4118,-17.8
35061,76456,4.4
36000,19542209,-5.6
36001,307117,-2.6
36003,46430,-5.7
36005,1432132,-11.7
36007,191659,-5.8
36009,76840,-4.3
36011,77145,-4.7
36013,127939,-4.2
36015,84254,-6.9
36017,47536,-4.3
36019,80695,1.1
36021,59916,-5.1
36023,47823,-1.9
36025,44527,-5.4
36027,293718,1.7
36029,919719,1.1
36031,37300,-2.5
36033,50293,-2.1
36035,53591,-1.9
36037,57511,-4.1
36039,47491,3.6
36041,4434,1.1
36043,61833,-5.2
36045,111755,-20
36047,2582830,-13.2
36049,26447,-6.6
36051,63227,-3
36053,70795,-0.3
36055,742474,-1.4
36057,49455,4.6
36059,1358343,-1.5
36061,1628701,-3.5
36063,210433,-0.5
36065,229577,-2.1
36067,461809,-1.7
36069,109864,3.5
36071,381951,0.3
36073,40612,-3
36075,117898,-6.2
36077,59749,0.2
36079,98892,-1.3
36081,2278906,-13.4
36083,159442,0.7
36085,476179,-1.1
36087,325695,-6.2
36089,108047,-4.3
36091,230163,3.9
36093,155350,2.1
36095,31097,-2
36097,17912,1.1
36099,34300,-1
36101,95796,-4.2
36103,1481093,-3.1
36105,75498,4.8
36107,48560,-2.2
36109,102793,-0.3
36111,178599,1
36113,64265,-0.6
36115,61197,-2.7
36117,90064,-3.8
36119,967612,-4.2
36121,40085,-6
36123,24841,-5.7
37000,10383620,8.4
37001,166436,15.9
37003,37353,6.6
37005,11161,15.8
37007,24877,0.4
37009,27109,16.8
37011,17505,4.9
37013,47079,4.5
37015,19026,-8.1
37017,33190,-4
37019,136744,49.5
37021,259103,8.2
37023,90382,4.3
37025,211342,17.7
37027,82029,3.6
37029,10710,10.7
37031,69524,13.8
37033,22698,5
37035,158652,5.6
37037,73139,27.4
37039,28383,19.1
37041,14029,4.6
37043,11139,18.3
37045,97645,6.1
37047,55655,-2.4
37049,102912,-1.7
37051,332330,-4.7
37053,27072,26.7
37055,36501,11.5
37057,166614,8.3
37059,42733,8.3
37061,58856,-1.3
37063,316739,9
37065,52005,-13.2
37067,379099,6
37069,67560,21.4
37071,222846,12.9
37073,11573,8.2
37075,8484,-3.2
37077,60115,12.6
37079,21012,2.5
37081,533670,4.9
37083,50574,-10.4
37085,134214,9.1
37087,61971,17.6
37089,116748,14
37091,23659,-7.9
37093,54764,1.5
37095,5230,-2.7
37097,178435,14.5
37099,43327,2.9
37101,202675,27.3
37103,9637,5.8
37105,61452,10.8
37107,55976,-9
37109,83770,17.9
37111,45507,8.8
37113,35285,21
37115,21763,10.9
37117,22671,-1.5
37119,1093901,7.9
37121,15000,7.7
37123,27271,-3.1
37125,98682,15.1
37127,94016,0.2
37129,232274,14.6
37131,19676,-6.3
37133,197683,0.1
37135,146027,12.1
37137,12670,7
37139,39639,1.7
37141,62162,20.8
37143,13422,-0.9
37145,39507,3.9
37147,179914,4
37149,20611,12.4
37151,143351,1.6
37153,44887,2.1
37155,131831,-8.2
37157,90690,1.7
37159,141262,4.8
37161,66826,6.7
37163,63626,1.2
37165,34810,-10.9
37167,62075,10.3
37169,45467,-1.4
37171,71948,-0.2
37173,14245,3.4
37175,34215,15.4
37177,4131,-10.3
37179,235908,15.3
37181,44582,6
37183,1092305,12.6
37185,19807,1.6
37187,11859,-10.6
37189,55945,15.6
37191,123248,-1.4
37193,68557,3.8
37195,81455,-1.3
37197,37543,-1.8
37199,17903,13.5
38000,760077,0.3
38001,2294,-16.4
38003,10542,-10.5
38005,6962,-9.8
38007,919,-7.6
38009,6411,-14.8
38011,3076,-27.3
38013,2100,-23.1
38015,95273,-4.1
38017,181516,11.6
38019,3829,7.3
38021,4903,13.5
38023,2283,-5.2
38025,4332,3.3
38027,2313,-3
38029,3295,-2.4
38031,3216,-14.5
38033,1769,-18.6
38035,70770,-4.1
38037,2374,-4.6
38039,2232,-8
38041,2514,4.4
38043,2450,-14.6
38045,4062,-10.5
38047,1903,-14.1
38049,5816,-15.9
38051,2585,-1.9
38053,13632,54.1
38055,9541,-13.1
38057,8267,-25.1
38059,31095,-0.7
38061,10218,-14.4
38063,2869,-5.5
38065,1952,-1.5
38067,6947,-4.6
38069,4081,-5.4
38071,11481,-7.2
38073,5237,-8
38075,2374,-37.2
38077,16239,-6.2
38079,14301,-24.4
38081,3870,-0.8
38083,1349,-10.4
38085,4358,-18
38087,763,-19.6
38089,30997,13.5
38091,1903,-10.5
38093,20917,-10.5
38095,2192,-31.5
38097,8037,0.9
38099,10667,-13.6
38101,67744,-18.9
38103,3957,-17
38105,35350,44.3
39000,11689442,0.7
39001,27724,-2.9
39003,102663,-5.3
39005,53745,0.6
39007,97493,-1.5
39009,65818,-13.3
39011,45804,-1.7
39013,67505,-2.6
39015,43602,2.5
39017,382378,1.6
39019,27081,-7.4
39021,38754,-1.9
39023,134585,0.6
39025,205466,4.1
39027,42057,1.7
39029,102665,-3
39031,36629,1.1
39033,41550,-2.9
39035,1243857,-4.1
39037,51323,-5.8
39039,38165,-2.2
39041,204826,16.8
39043,74615,-1
39045,155782,5.8
39047,28666,1.2
39049,1310300,4.4
39051,42276,-0.2
39053,29979,-5.5
39055,94031,0
39057,167995,5.6
39059,39022,-0.4
39061,816684,-0.7
39063,75930,-1.4
39065,31480,0.3
39067,15174,0.8
39069,27086,-4.5
39071,43058,2.2
39073,28385,-2.1
39075,43892,-8.6
39077,58504,-1.7
39079,32384,0.1
39081,65767,-4.4
39083,61893,7.9
39085,230514,2.2
39087,59866,-1.5
39089,175769,10.1
39091,45358,1.5
39093,309461,5.6
39095,429899,-4.8
39097,44413,8
39099,229642,0.5
39101,65256,4.7
39103,179146,3.8
39105,23106,1.9
39107,40959,-4.4
39109,106222,7.7
39111,13790,-6.6
39113,532331,0.3
39115,14604,-3.7
39117,35112,4.1
39119,86183,-0.1
39121,14354,-3.3
39123,40769,8.1
39125,18760,-5.3
39127,36033,0.2
39129,58086,6.2
39131,28067,-4
39133,162927,2.3
39135,40997,-2
39137,33780,-5.1
39139,121099,5.5
39141,76931,-5.2
39143,58799,-5.5
39145,75502,-4
39147,55207,-1.2
39149,48627,-4.7
39151,371574,-1
39153,541918,0.3
39155,198627,-6.1
39157,92176,-3.4
39159,57835,12.9
39161,28281,-2.5
39163,13139,3.8
39165,232173,12.3
39167,60155,-2.5
39169,115967,-5.5
39171,36804,1.3
39173,130696,-0.8
39175,21935,-5.2
40000,3943079,-0.1
40001,22082,2.9
40003,5754,-25.1
40005,13838,-1.9
40007,5319,-9.4
40009,21709,-5.9
40011,9485,-6.2
40013,47192,14.7
40015,28977,-11
40017,144447,25.6
40019,48177,-2.4
40021,48675,-6.2
40023,14668,-8.8
40025,2153,-2.8
40027,281669,3.1
40029,5520,-19.9
40031,120422,-15.9
40033,5776,-8.1
40035,14306,2.3
40037,71604,-1.7
40039,29036,-1.7
40041,42733,7.1
40043,4894,5.3
40045,3952,-3.5
40047,60913,-13.4
40049,27811,-2.4
40051,55551,11
40053,4326,-12.9
40055,5821,6.2
40057,2664,-9.3
40059,3797,-11.5
40061,12668,-4.7
40063,13335,4.5
40065,24949,-18.8
40067,6123,-5.7
40069,10949,-9.3
40071,44161,-9
40073,15816,6.5
40075,8729,-13.3
40077,10231,-12.6
40079,49980,3.6
40081,34920,-3.2
40083,47291,6.7
40085,10134,6.7
40087,39985,14.4
40089,32703,-5.2
40091,19815,9
40093,7644,-7.1
40095,16806,21.3
40097,41107,5.4
40099,13953,8.2
40101,68362,-8.2
40103,11289,-1.3
40105,10218,-4
40107,12098,3.1
40109,792582,0.9
40111,38335,-10.7
40113,47014,-3.9
40115,31175,-0.7
40117,16390,-3.2
40119,82040,-0.9
40121,43877,-3.6
40123,38247,-3.5
40125,72679,5.2
40127,11179,8.8
40129,3656,-8.7
40131,91984,4.2
40133,24578,-11.7
40135,41179,-2.6
40137,43265,-2.2
40139,20455,-31.1
40141,7348,-10.6
40143,648360,-2.3
40145,80110,11.7
40147,51843,-2.7
40149,11127,-2.4
40151,8897,-18.9
40153,20222,-13.6
41000,4190713,8.4
41001,16006,-1.2
41003,92101,4.1
41005,416075,6.2
41007,39764,17
41009,52377,10
41011,64389,14.3
41013,23867,32.7
41015,22813,14
41017,191996,25.3
41019,110283,12.7
41021,1894,19.2
41023,7176,4.5
41025,7329,3.6
41027,23428,-5.9
41029,219564,13
41031,24192,18
41033,87393,11.6
41035,67653,12.9
41037,7879,-0.5
41039,379611,10.6
41041,49388,15.3
41043,127335,16.8
41045,30725,3.3
41047,346868,11.4
41049,11372,6.4
41051,811880,0.4
41053,85234,14.5
41055,1708,-22
41057,26787,10.2
41059,77516,1.5
41061,26461,5.5
41063,7081,7.5
41065,26505,5.8
41067,597695,5.3
41069,1366,8.8
41071,107002,11.2
42000,12807060,1.2
42001,102811,5.3
42003,1218452,-0.9
42005,65263,-5.7
42007,164742,-2.7
42009,48176,-3.8
42011,420152,4.4
42013,122492,-2.2
42015,60833,-1.6
42017,628195,2.3
42019,187888,5.6
42021,131730,-6.5
42023,4492,-20.4
42025,64227,8.9
42027,162805,3
42029,522046,3.9
42031,38779,-3
42033,79388,-2.1
42035,38684,-3.8
42037,65456,-0.2
42039,85063,-7.4
42041,251423,7.4
42043,277097,1.7
42045,564751,0.7
42047,30169,-1.7
42049,272061,-7.1
42051,130441,-3.2
42053,7279,3.3
42055,154835,0.9
42057,14523,4.1
42059,36506,-7.3
42061,45168,-0.7
42063,84501,-3.7
42065,43641,-2.2
42067,24704,2
42069,210793,2.5
42071,543557,1.5
42073,86184,-2.1
42075,141314,11.9
42077,368100,5.1
42079,317646,2.8
42081,113664,-0.9
42083,40968,-5
42085,110683,-4.8
42087,46222,-2.8
42089,169507,9.2
42091,828604,4.1
42093,18240,-1.6
42095,304807,6.6
42097,91083,-5.1
42099,46139,1.4
42101,1584138,-0.9
42103,55933,8.8
42105,16622,-9.5
42107,142067,-0.8
42109,40540,-2
42111,73952,-1.2
42113,6071,-1.5
42115,40589,-6.4
42117,40763,3.7
42119,44785,1
42121,51266,-7.4
42123,39498,-0.9
42125,207346,2.8
42127,51276,5.5
42129,350611,-0.2
42131,27046,-9.4
42133,448273,4
44000,1057315,0.1
44001,48649,0.9
44003,163861,3.1
44005,82542,-5
44007,636084,-0.2
44009,126179,0.7
45000,5084127,11.1
45001,24541,2.3
45003,169401,6.2
45005,8903,-7.4
45007,200482,10.5
45009,14275,-4
45011,21112,-9
45013,188715,10.6
45015,221091,25
45017,14520,-7.2
45019,405905,7
45021,57078,2.3
45023,32251,1.6
45025,45754,-1.4
45027,33700,-5.5
45029,37660,5.4
45031,66802,-2
45033,30599,1.7
45035,160647,7.3
45037,27052,14
45039,22402,-4.9
45041,138159,-2.8
45043,62249,11.3
45045,514213,11.4
45047,70741,2.6
45049,19351,-5.4
45051,344147,35.5
45053,28971,17.5
45055,65592,7.7
45057,95380,28.4
45059,66994,2.4
45061,17142,-1.1
45063,295032,11.9
45065,9410,-6
45067,31039,-4.9
45069,26398,-9.5
45071,38520,2.5
45073,78374,14.8
45075,86934,-5.7
45077,124937,9.9
45079,414576,3.9
45081,20544,4.7
45083,313888,21.5
45085,106512,-2.3
45087,27410,-0.4
45089,30606,-15.5
45091,274118,26.1
46000,882235,4.9
46003,2801,9
46005,18883,8.1
46007,3468,1.4
46009,6980,0
46011,35232,9.6
46013,39316,-4.4
46015,5229,-23.7
46017,2036,1
46019,10222,9.3
46021,1377,0.7
46023,9338,-15.1
46025,3739,5.7
46027,14041,-2.5
46029,28015,-6.3
46031,4165,-19.4
46033,8726,8.2
46035,19790,-5.2
46037,5505,4.2
46039,4337,6.5
46041,5904,-4.9
46043,2935,-4.1
46045,3875,-12.8
46047,6758,16.4
46049,2330,-6.4
46051,7147,-7.7
46053,4212,-3.1
46055,1918,-10.4
46057,6111,4.1
46059,3262,-10.1
46061,3376,-18
46063,1249,-0.8
46065,17650,-4.5
46067,7380,-3
46069,1282,-19.3
46071,3307,-11.8
46073,2043,6.4
46075,928,0
46077,4919,-5.5
46079,13057,19.1
46081,25741,4.9
46083,58807,27
46085,3821,-29.9
46087,5546,3.1
46089,2407,0
46091,5112,15.2
46093,28294,9
46095,2042,-20
46097,2213,-2.3
46099,192876,7.1
46101,6579,1.2
46102,14309,-11.3
46103,111729,8.9
46105,2922,-14.6
46107,2207,0.9
46109,10447,7.9
46111,2429,-20.5
46115,6495,-5.5
46117,3022,2.3
46119,1392,-19.3
46121,10283,-8.6
46123,5478,2.6
46125,8424,15.1
46127,15619,20.2
46129,5587,2.3
46135,22869,4
46137,2742,-3.3
47000,6770010,7.3
47001,76482,6.3
47003,49038,14.9
47005,16184,21.1
47007,14755,4
47009,131349,12.2
47011,106727,12.1
47013,39583,2.9
47015,14462,19.2
47017,28020,10.5
47019,56351,2.4
47021,40439,2.2
47023,17276,6.7
47025,31756,7.5
47027,7717,9.1
47029,35774,12.2
47031,55700,13.9
47033,14328,-6.5
47035,59673,17
47037,692587,-1
47039,11706,3.5
47041,20138,16.2
47043,53446,11
47045,37320,-2.2
47047,40507,11.3
47049,18217,9.4
47051,41890,8.9
47053,49045,-0.1
47055,29503,6.1
47057,23145,3.8
47059,69087,8.8
47061,13346,3.6
47063,64569,7.1
47065,364286,7.3
47067,6549,-0.6
47069,25220,-5.1
47071,25776,3.6
47073,56530,4.7
47075,17335,-13.2
47077,27847,4.9
47079,32358,2.8
47081,25063,9.1
47083,8263,12.3
47085,18486,5.2
47087,11758,11.5
47089,54012,8.9
47091,17778,12.9
47093,465289,7.8
47095,7411,-1.7
47097,25825,-12
47099,43734,8.9
47101,12086,6.2
47103,34117,9.7
47105,53054,18.4
47107,53285,8.7
47109,25832,-2.9
47111,24265,13.3
47113,97605,-1.4
47115,28575,7.2
47117,33683,20.4
47119,94340,19.7
47121,12306,22.2
47123,46357,7.1
47125,205950,18.8
47127,6411,8
47129,21579,5.1
47131,30267,-2.5
47133,22068,7.6
47135,8064,12.7
47137,5082,7.5
47139,16898,11.6
47141,78843,17.3
47143,33044,9.3
47145,53140,9
47147,71012,9.3
47149,324890,19.1
47151,22039,3.7
47153,14876,8.8
47155,97892,6.1
47157,935764,-5
47159,19942,12.7
47161,13561,15.7
47163,157668,7.7
47165,187149,16.8
47167,61581,3
47169,11012,12.8
47171,17761,6.9
47173,19688,15.2
47175,5765,7.3
47177,40878,4.4
47179,128607,9
47181,16558,4.8
47183,33415,4.4
47185,27107,15
47187,231729,20.8
47189,140625,26.2
48000,28701845,6.6
48001,58057,-0.8
48003,18128,20.2
48005,87092,-9.4
48007,23792,-62.1
48009,8786,-0.2
48011,1892,3.2
48013,50310,19.4
48015,29989,5.8
48017,7027,-17.3
48019,22824,24.2
48021,86976,20.3
48023,3582,11.5
48025,32587,-3.6
48027,355642,11.2
48029,1986049,6.7
48031,11702,17.7
48033,648,-33.4
48035,18691,22.4
48037,94324,2.2
48039,370200,14.2
48041,226758,6.7
48043,9267,-9.2
48045,1516,-2.6
48047,7114,-9.8
48049,37924,3.3
48051,18389,18
48053,47542,18.3
48055,43247,14
48057,21561,-12
48059,13994,3.6
48061,423908,-7.2
48063,13033,8.5
48065,6005,2.8
48067,30119,8.7
48069,7665,-19.6
48071,42454,18
48073,52592,4.6
48075,7291,-1.8
48077,10456,0.2
48079,2836,-16.9
48081,3370,23.1
48083,8397,2.9
48085,1005146,27.6
48087,2962,-7.7
48089,21217,-0.9
48091,148373,49.6
48093,13534,2.5
48095,4276,-4.7
48097,40574,10.9
48099,74808,-7.1
48101,1389,5.1
48103,4794,7.8
48105,3499,-17
48107,5779,-17.7
48109,2204,-23.4
48111,7200,-17.1
48113,2637772,-3.1
48115,12619,-15
48117,18760,-13.9
48119,5349,10
48121,859064,20.7
48123,20187,-1.4
48125,2249,18
48127,10308,-9.3
48129,3319,-6.6
48131,11212,-5.1
48133,18322,0.7
48135,162124,21.8
48137,1928,-9.3
48139,179436,27.5
48141,840758,-8
48143,42446,10.8
48145,17335,-6.4
48147,35286,22.5
48149,25349,10.7
48151,3839,-15.2
48153,5837,-10.6
48155,1200,-4.2
48157,787858,19.9
48159,10766,0.3
48161,19808,7.7
48163,19816,7.6
48165,20901,-3
48167,337890,7.2
48169,6578,-0.2
48171,26804,14.7
48173,1388,14.6
48175,7584,3
48177,20826,-2.4
48179,21895,-11
48181,133991,19.7
48183,123707,2
48185,28360,10.6
48187,163694,19
48189,33830,-10.1
48191,3028,-4.9
48193,8484,14.6
48195,5463,-9
48197,3922,-8.9
48199,57207,-1.6
48201,4698619,-1.6
48203,66726,1.1
48205,5619,-25.6
48207,5813,8.5
48209,222631,30.9
48211,3825,-33.5
48213,82299,17.7
48215,865939,-2.7
48217,36354,14.9
48219,22980,-3.3
48221,60537,40.9
48223,36810,8
48225,23169,5.1
48227,36459,4.8
48229,4795,37.9
48231,96493,24.6
48233,21198,-11.1
48235,1522,2.6
48237,8843,-0.3
48239,14874,-1.1
48241,35872,8.9
48243,2252,-7.1
48245,255001,-9.7
48247,5248,-4
48249,40822,-6.6
48251,171361,20.7
48253,19817,-1.3
48255,15650,6.2
48257,128622,39.8
48259,45641,36.7
48261,442,34.7
48263,726,-39
48265,52405,14.2
48267,4362,-6.2
48269,277,-53
48271,3767,-2.1
48273,31129,-5.3
48275,3653,-5.2
